BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,APPDATE,CITY,STATE,DIVISION,REGION,Upper state,State_1,Records
0,5000,,46281,HomeImp,Other,2,0,0,257.6522064,0,26,40.95258888,21283,willis,Texas,West South Central,South,TEXAS,TX,1
0,5000,66435,82819,HomeImp,Other,2,0,0,125.1306256,0,14,42.18353867,21054,hazleton,Iowa,West North Central,Midwest,IOWA,IA,1
0,5100,179725,251962,DebtCon,Sales,,0,0,127.4988134,0,22,40.30825936,21208,may,Texas,West South Central,South,TEXAS,TX,1
0,5100,85583,115341,HomeImp,ProfExe,7,0,0,177.9582551,1,28,26.25797013,22226,windsor mill,Maryland,South Atlantic,South,MARYLAND,MD,1
0,5100,72891,80691,HomeImp,Other,1,1,0,273.8817052,0,6,39.85214652,21113,olney,Maryland,South Atlantic,South,MARYLAND,MD,1
1,5100,30755,46735,HomeImp,Other,10,0,0,69,0,17,,21327,oriskany,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,5100,,26715,DebtCon,Other,1,0,0,258.7892976,0,14,26.72234334,21584,lykens,Pennsylvania,Middle Atlantic,Northeast,PENNSYLVANIA,PA,1
0,5100,87258,121382,HomeImp,ProfExe,6,0,0,181.6630402,0,28,25.44475915,20936,white plains,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,5100,,28291,DebtCon,Other,2,0,0,277.9445608,1,14,23.64469128,20955,hopewell,Virginia,South Atlantic,South,VIRGINIA,VA,1
1,5100,9900,30451,HomeImp,Other,11,0,0,21.2,0,2,,21712,weatherford,Texas,West South Central,South,TEXAS,TX,1
0,5100,93000,116875,HomeImp,Other,10,,,417.6333333,2,50,,21332,hemet,California,Pacific,West,CALIFORNIA,CA,1
1,5100,15500,34000,DebtCon,Other,0,1,2,86.23333333,2,13,,21463,hawaiian gardens,California,Pacific,West,CALIFORNIA,CA,1
1,5100,129319,141875,HomeImp,Sales,7,1,0,157.8598021,0,36,25.65074122,20910,orangeburg,South Carolina,South Atlantic,South,SOUTH CAROLINA,SC,1
0,5100,66834,87361,HomeImp,Other,0,2,0,290.034108,0,6,38.76698507,21380,madison,Virginia,South Atlantic,South,VIRGINIA,VA,1
0,5100,73882,96031,DebtCon,Other,0,0,0,125.7874001,1,10,34.44607922,21591,white pigeon,Michigan,East North Central,Midwest,MICHIGAN,MI,1
0,5100,74071,97064,DebtCon,Other,0,0,0,121.0759726,2,9,36.40172955,21651,wahiawa,Hawaii,Pacific,West,HAWAII,HI,1
0,5100,62702,79784,HomeImp,Other,2,0,0,108.0725908,0,15,43.29013982,22389,waxhaw,North Carolina,South Atlantic,South,NORTH CAROLINA,NC,1
0,5200,,36425,DebtCon,Other,2,0,0,266.8134646,1,14,23.79740106,21010,cove city,North Carolina,South Atlantic,South,NORTH CAROLINA,NC,1
0,5200,67000,77000,HomeImp,Other,9,0,1,119.7,0,25,,21213,watsontown,Pennsylvania,Middle Atlantic,Northeast,PENNSYLVANIA,PA,1
0,5200,43039,53521,HomeImp,Office,11,,,184.2966873,,19,24.41476318,21900,okeechobee,Florida,South Atlantic,South,FLORIDA,FL,1
0,5200,19000,26000,DebtCon,Other,0,1,0,17.2,10,7,,21793,west covina,California,Pacific,West,CALIFORNIA,CA,1
1,5200,,9500,DebtCon,Other,1,0,1,81.1,1,2,,22055,novi,Michigan,East North Central,Midwest,MICHIGAN,MI,1
0,5200,91250,110000,HomeImp,Office,24,0,0,123.7666667,1,12,,20830,hampstead,Maryland,South Atlantic,South,MARYLAND,MD,1
0,5200,16324,45187,HomeImp,Self,,0,0,221.1180817,0,11,42.71209384,21803,lynnwood,Washington,Pacific,West,WASHINGTON,WA,1
1,5200,40564,39527,HomeImp,Other,0,0,0,157.7710357,1,13,72.67043331,21594,louisville,Georgia,South Atlantic,South,GEORGIA,GA,1
0,5300,73698,84427,DebtCon,,4,,,,,,19.13120118,22275,douglas,Arizona,Mountain,West,ARIZONA,AZ,1
0,5300,66987,65111,HomeImp,Sales,4,1,0,175.3287038,1,22,40.44257039,21115,fort payne,Alabama,East South Central,South,ALABAMA,AL,1
1,5300,26908,36078,HomeImp,Other,,0,0,302.3587095,0,8,39.1969854,22589,wilmington,California,Pacific,West,CALIFORNIA,CA,1
0,5300,,49396,HomeImp,,0,0,0,,0,0,12.04367058,21743,hawaiian gardens,California,Pacific,West,CALIFORNIA,CA,1
0,5300,44993,50673,HomeImp,Office,7,,,184.7427672,,18,27.90612273,22037,montpelier,Virginia,South Atlantic,South,VIRGINIA,VA,1
1,5300,51000,64000,HomeImp,Mgr,10,1,0,98.33333333,0,12,,21534,manchester,Michigan,East North Central,Midwest,MICHIGAN,MI,1
0,5300,75958,91703,DebtCon,Other,0,0,0,124.1821788,1,10,34.59906019,21091,waverly,Ohio,East North Central,Midwest,OHIO,OH,1
0,5300,97132,117343,HomeImp,Office,22,0,0,109.9339079,1,11,35.8385427,22076,west point,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,5300,60826,80826,HomeImp,Mgr,10,,1,212.8917461,0,25,38.59149403,21948,wheeling,Illinois,East North Central,Midwest,ILLINOIS,IL,1
0,5300,83552,96809,DebtCon,ProfExe,0,,,,,,28.42396191,22127,corvallis,Oregon,Pacific,West,OREGON,OR,1
0,5300,47449,63895,HomeImp,Office,19,0,0,208.162714,0,20,19.7621137,21988,monroeville,Pennsylvania,Middle Atlantic,Northeast,PENNSYLVANIA,PA,1
0,5300,50934,62957,HomeImp,Office,21,0,0,197.2419573,0,20,19.35050563,20920,doddsville,Mississippi,East South Central,South,MISSISSIPPI,MS,1
0,5400,53429,64505,DebtCon,,5,,0,69.54243011,,16,36.4802363,22478,harrison,Ohio,East North Central,Midwest,OHIO,OH,1
0,5400,,65474,HomeImp,Office,1,0,0,40.709849,0,4,37.84877104,21566,marble falls,Texas,West South Central,South,TEXAS,TX,1
0,5400,47844,52040,HomeImp,Office,8,,,189.0343046,,18,24.70113626,21201,northfield,Minnesota,West North Central,Midwest,MINNESOTA,MN,1
1,5400,45509,57453,DebtCon,Sales,4,0,0,95.6,0,22,,21730,hialeah,Florida,South Atlantic,South,FLORIDA,FL,1
1,5400,59720,63450,HomeImp,ProfExe,5,0,1,199.9,1,20,,21922,hallandale,Florida,South Atlantic,South,FLORIDA,FL,1
0,5400,86922,119846,HomeImp,ProfExe,5,0,0,185.0763473,1,28,26.3548893,22612,buffalo,Missouri,West North Central,Midwest,MISSOURI,MO,1
0,5400,68625,82304,DebtCon,Sales,2,0,0,136.6329442,0,30,32.05002349,21537,dodge city,Kansas,West North Central,Midwest,KANSAS,KS,1
0,5400,65814,85848,HomeImp,Other,4,0,0,122.9402886,0,15,44.09232568,21238,horseheads,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,5400,,75254,,,,,,,,,23.16374295,21828,circleville,Ohio,East North Central,Midwest,OHIO,OH,1
1,5400,78300,88000,HomeImp,ProfExe,8,0,0,102.5,3,19,,22599,hendersonville,Tennessee,East South Central,South,TENNESSEE,TN,1
0,5400,48152,55760,DebtCon,,6,,0,78.45212577,,16,35.763638,21401,mount dora,Florida,South Atlantic,South,FLORIDA,FL,1
0,5500,70481,82446,HomeImp,Other,8,0,1,116.5919769,0,24,37.61268272,21959,mansfield,Ohio,East North Central,Midwest,OHIO,OH,1
0,5500,,35402,HomeImp,,,,,,,,35.27207374,21273,norwalk,Connecticut,New England,Northeast,CONNECTICUT,CT,1
0,5500,87765,101053,DebtCon,ProfExe,22,0,0,55.55804904,2,13,31.37554242,21632,osseo,Minnesota,West North Central,Midwest,MINNESOTA,MN,1
0,5500,52897,65054,HomeImp,Office,20,0,0,189.2953185,0,19,20.6541289,21881,mankato,Minnesota,West North Central,Midwest,MINNESOTA,MN,1
1,5500,24700,35675,DebtCon,Other,1,0,3,153.9333333,3,27,,21000,huntington beach,California,Pacific,West,CALIFORNIA,CA,1
1,5500,,43132,HomeImp,Other,,,,,,,,22061,himrod,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,5500,43486,81600,DebtCon,,4,0,0,216.1333333,4,30,,21905,waycross,Georgia,South Atlantic,South,GEORGIA,GA,1
1,5500,21359,30000,DebtCon,Other,7,3,2,130.8,3,14,,20834,northfield,Minnesota,West North Central,Midwest,MINNESOTA,MN,1
1,5500,,13770,HomeImp,Mgr,5,0,1,167.3666667,1,8,,21606,hillsboro,Texas,West South Central,South,TEXAS,TX,1
0,5500,93051,115374,HomeImp,ProfExe,6,0,0,187.0205188,1,27,27.64674851,21583,windsor,Virginia,South Atlantic,South,VIRGINIA,VA,1
0,5500,87438,116679,HomeImp,ProfExe,6,0,0,186.424416,1,27,28.4175309,22476,waymart,Pennsylvania,Middle Atlantic,Northeast,PENNSYLVANIA,PA,1
0,5500,78059,78179,DebtCon,,5,,,,,,20.67931358,22427,north vernon,Indiana,East North Central,Midwest,INDIANA,IN,1
0,5500,72147,69918,HomeImp,Sales,4,2,0,158.5344979,0,23,43.40443024,21003,denham springs,Louisiana,West South Central,South,LOUISIANA,LA,1
1,5500,40584,46645,HomeImp,Other,4,0,1,136.3206375,0,13,34.49470897,21782,olney,Maryland,South Atlantic,South,MARYLAND,MD,1
1,5500,,12972,HomeImp,Other,1,0,1,82.29426635,0,2,36.9867441,22203,watson,Illinois,East North Central,Midwest,ILLINOIS,IL,1
1,5500,37368,48502,HomeImp,Mgr,9,0,2,48.995845,0,10,33.12648397,21384,winter park,Florida,South Atlantic,South,FLORIDA,FL,1
0,5500,,66251,HomeImp,Office,1,0,0,43.72233695,0,3,41.45204353,21698,weston,Florida,South Atlantic,South,FLORIDA,FL,1
0,5500,71644,72696,HomeImp,Sales,4,2,0,150.8658451,0,22,40.44256779,21291,boys town,Nebraska,West North Central,Midwest,NEBRASKA,NE,1
1,5500,85845,122205,DebtCon,ProfExe,5,0,0,172.2132767,1,26,32.67664088,21014,bartlesville,Oklahoma,West South Central,South,OKLAHOMA,OK,1
0,5600,53793,66379,HomeImp,Office,22,0,0,206.0991341,0,19,18.36954053,21606,westerville,Ohio,East North Central,Midwest,OHIO,OH,1
0,5600,69435,83489,DebtCon,ProfExe,14,0,0,200.418434,1,17,22.84109285,22118,carrollton,Georgia,South Atlantic,South,GEORGIA,GA,1
0,5600,29648,39907,HomeImp,ProfExe,11,0,0,180.5630691,0,13,21.55494966,21895,whitehall,Montana,Mountain,West,MONTANA,MT,1
0,5600,76407,77485,HomeImp,Other,9,0,0,91.68377063,0,24,37.77335098,21520,littleton,Colorado,Mountain,West,COLORADO,CO,1
1,5600,5000,66700,HomeImp,Other,31,1,1,204.0666667,0,11,,21122,mcminnville,Tennessee,East South Central,South,TENNESSEE,TN,1
1,5600,55160,86800,HomeImp,Other,3,1,1,148.1333333,1,14,,21301,yerington,Nevada,Mountain,West,NEVADA,NV,1
0,5600,41439,53893,HomeImp,Office,8,,,181.3229899,,19,24.65139574,21381,whitethorn,California,Pacific,West,CALIFORNIA,CA,1
0,5600,15275,47954,HomeImp,Self,,0,0,204.335245,0,12,42.39776964,21506,woodburn,Indiana,East North Central,Midwest,INDIANA,IN,1
0,5700,100934,111496,HomeImp,Office,23,0,0,117.4995929,0,12,38.75056267,21220,hanford,California,Pacific,West,CALIFORNIA,CA,1
0,5700,,74685,,,,,,,,,24.27486528,21693,harbor city,California,Pacific,West,CALIFORNIA,CA,1
0,5700,49514,58249,HomeImp,Office,21,0,0,212.5391151,0,21,21.25802688,21569,west palm beach,Florida,South Atlantic,South,FLORIDA,FL,1
0,5700,76948,85753,HomeImp,Other,7,0,0,128.4764515,0,25,37.85968784,22409,hazleton,Pennsylvania,Middle Atlantic,Northeast,PENNSYLVANIA,PA,1
0,5700,28127,36524,HomeImp,ProfExe,10,0,0,181.2829568,0,13,24.33953357,21181,omaha,Texas,West South Central,South,TEXAS,TX,1
0,5700,,68591,HomeImp,Office,0,0,0,69.64566047,0,4,41.18503956,21515,oradell,New Jersey,Middle Atlantic,Northeast,NEW JERSEY,NJ,1
0,5700,26927,35461,DebtCon,Other,0,1,0,21.79935215,10,6,29.43966424,21563,olympia,Washington,Pacific,West,WASHINGTON,WA,1
0,5700,49806,82242,DebtCon,,3,0,0,210.3474786,3,30,31.2434087,22146,williston,Florida,South Atlantic,South,FLORIDA,FL,1
1,5700,70000,84579,DebtCon,Sales,0.1,0,0,95.9,1,17,,22451,ocean springs,Mississippi,East South Central,South,MISSISSIPPI,MS,1
1,5700,58400,75000,HomeImp,ProfExe,4,0,0,177.5,2,26,,21583,herndon,Virginia,South Atlantic,South,VIRGINIA,VA,1
1,5700,80437,109647,HomeImp,ProfExe,9.5,0,0,104.4,0,14,,21450,mitchell,Indiana,East North Central,Midwest,INDIANA,IN,1
1,5700,77213,92661,DebtCon,Sales,0,0,0,97.13317095,1,16,41.77788863,22438,orange,Texas,West South Central,South,TEXAS,TX,1
0,5700,62319,82923,HomeImp,Other,4,0,0,117.6739652,0,15,42.46486629,22631,cashton,Wisconsin,East North Central,Midwest,WISCONSIN,WI,1
0,5700,71556,79538,HomeImp,Other,2,0,0,92.64308456,0,15,41.21001247,22533,westminster,Maryland,South Atlantic,South,MARYLAND,MD,1
0,5700,,39052,HomeImp,Other,3,0,0,272.2206283,0,25,39.89610462,20825,whitethorn,California,Pacific,West,CALIFORNIA,CA,1
1,5700,74172,79846,DebtCon,ProfExe,0,0,0,157.0097747,0,28,47.41522866,22160,lincoln,Arkansas,West South Central,South,ARKANSAS,AR,1
0,5700,28116,33450,DebtCon,Other,0,1,0,15.39658739,9,7,30.0170133,21594,hastings,Florida,South Atlantic,South,FLORIDA,FL,1
0,5700,,64910,,,,,,,,,33.85046122,21642,north port,Florida,South Atlantic,South,FLORIDA,FL,1
0,5700,,69172,HomeImp,Office,1,0,0,48.85366706,0,3,38.77368596,21308,east haven,Connecticut,New England,Northeast,CONNECTICUT,CT,1
0,5800,,36385,HomeImp,Other,2,0,0,266.5533944,1,25,43.30976454,22126,hartford,Wisconsin,East North Central,Midwest,WISCONSIN,WI,1
0,5800,,41119,HomeImp,Other,2,0,0,261.4052186,0,26,42.19194156,21752,honey creek,Iowa,West North Central,Midwest,IOWA,IA,1
0,5800,75000,90543,DebtCon,Mgr,18,0,0,300.4872058,1,23,38.94057536,22526,welling,Oklahoma,West South Central,South,OKLAHOMA,OK,1
0,5800,79296,86885,DebtCon,Mgr,19,0,1,307.9748816,1,23,39.95910877,22454,windsor,Vermont,New England,Northeast,VERMONT,VT,1
1,5800,27791,46833,DebtCon,Mgr,3,0,0,83.28906275,1,13,30.18780539,21607,menard,Texas,West South Central,South,TEXAS,TX,1
0,5800,172595,250155,DebtCon,Sales,,0,0,126.4009836,0,21,43.20775979,21629,omaha,Texas,West South Central,South,TEXAS,TX,1
0,5800,,34704,HomeImp,,,,,,,,34.17405555,21184,derby,Kansas,West North Central,Midwest,KANSAS,KS,1
0,5800,,73804,HomeImp,Office,1,0,0,71.76655716,0,4,41.28742339,21139,holland,Michigan,East North Central,Midwest,MICHIGAN,MI,1
0,5800,46595,58191,HomeImp,Other,5,0,0,80.13174641,0,17,24.14015367,22425,west lafayette,Indiana,East North Central,Midwest,INDIANA,IN,1
1,5900,,28000,DebtCon,Self,1,2,1,36.76666667,1,8,,20942,hope mills,North Carolina,South Atlantic,South,NORTH CAROLINA,NC,1
0,5900,70973,77989,HomeImp,Other,7,0,0,120.3794143,0,24,41.44250046,21011,hialeah,Florida,South Atlantic,South,FLORIDA,FL,1
1,5900,,33100,HomeImp,Other,,0,0,238.6,1,2,,21687,lufkin,Texas,West South Central,South,TEXAS,TX,1
0,5900,,51189,HomeImp,,1,0,0,,0,0,12.74918065,22035,cove city,North Carolina,South Atlantic,South,NORTH CAROLINA,NC,1
0,5900,82912,91175,DebtCon,ProfExe,2,,,,,,27.59527352,22107,derby,Connecticut,New England,Northeast,CONNECTICUT,CT,1
1,5900,25972,41856,DebtCon,Other,2,0,2,157.9600114,3,27,40.62827818,20909,orem,Utah,Mountain,West,UTAH,UT,1
0,5900,74187,78976,HomeImp,Other,9,0,1,118.442491,0,24,40.11040743,22274,odem,Texas,West South Central,South,TEXAS,TX,1
0,5900,,66903,,,,,,,,,32.78292683,21334,corinth,Mississippi,East South Central,South,MISSISSIPPI,MS,1
1,5900,106650,,DebtCon,Mgr,1,0,6,250.5666667,4,23,,21828,watson,Illinois,East North Central,Midwest,ILLINOIS,IL,1
0,6000,,69492,,,,,,,,,32.97719723,20851,himrod,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,6000,95232,115977,HomeImp,Office,22,0,0,149.0229081,1,12,37.95433691,22413,hanford,California,Pacific,West,CALIFORNIA,CA,1
1,6000,47625,85925,HomeImp,Office,0.1,2,1,154.1333333,4,26,,21600,lumberton,North Carolina,South Atlantic,South,NORTH CAROLINA,NC,1
1,6000,24600,30500,HomeImp,Other,4.5,0,1,116.1,8,34,,21227,wheeling,Illinois,East North Central,Midwest,ILLINOIS,IL,1
1,6000,65000,94355,,Other,26,1,3,69.3,1,34,,22394,olean,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
1,6000,,,HomeImp,Office,13,,2,122.7666667,,23,,21599,weymouth,Massachusetts,New England,Northeast,MASSACHUSETTS,MA,1
1,6000,33600,,HomeImp,Other,2,0,0,140.9333333,1,20,,21778,niles,Ohio,East North Central,Midwest,OHIO,OH,1
1,6000,42000,58305,DebtCon,Other,19,0,0,90,2,13,,22504,owensboro,Kentucky,East South Central,South,KENTUCKY,KY,1
1,6000,32446,54904,HomeImp,Other,2,0,0,51.73333333,1,9,,21739,hartford,Connecticut,New England,Northeast,CONNECTICUT,CT,1
1,6000,9660,35900,DebtCon,Other,8,0,1,136.3,3,6,,22328,medford,Oregon,Pacific,West,OREGON,OR,1
1,6000,22859,32200,DebtCon,Other,4,0,0,83.33333333,3,20,,22223,hinckley,Ohio,East North Central,Midwest,OHIO,OH,1
1,6000,16878,25850,,Mgr,1,0,1,218.6,5,34,,21125,long island city,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,6000,72951,80000,HomeImp,Other,22.8,0,0,343.9,1,47,,22593,waxahachie,Texas,West South Central,South,TEXAS,TX,1
0,6000,43000,57460,HomeImp,Other,1.6,1,,101.5,,13,,22035,hamlin,Texas,West South Central,South,TEXAS,TX,1
0,6000,53500,64790,DebtCon,Other,0.1,0,2,105.4,3,18,,22572,woodbourne,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,6000,69876,94394.07,HomeImp,Other,0,0,1,179.5666667,0,32,,20989,corvallis,Oregon,Pacific,West,OREGON,OR,1
0,6000,51000,86125,HomeImp,ProfExe,6,0,0,222.1666667,2,24,,21121,wernersville,Pennsylvania,Middle Atlantic,Northeast,PENNSYLVANIA,PA,1
0,6000,53227,68700,HomeImp,Mgr,3,0,2,122.7333333,0,23,,21943,lucasville,Ohio,East North Central,Midwest,OHIO,OH,1
0,6000,,43300,HomeImp,Other,,,,100.9333333,,9,,21680,hillsboro,Oregon,Pacific,West,OREGON,OR,1
0,6000,14000,61493,HomeImp,Office,23,0,0,321.6333333,1,13,,21469,nyssa,Oregon,Pacific,West,OREGON,OR,1
1,6000,40000,54600,HomeImp,ProfExe,4,0,4,101.4,0,19,,22072,chapin,South Carolina,South Atlantic,South,SOUTH CAROLINA,SC,1
1,6000,18793,27750,HomeImp,Mgr,6,0,3,119.7,0,8,,21280,oxford,Massachusetts,New England,Northeast,MASSACHUSETTS,MA,1
1,6000,179397,200000,DebtCon,ProfExe,5,6,0,90.3,6,29,,21934,englewood,Colorado,Mountain,West,COLORADO,CO,1
1,6000,,95500,HomeImp,Mgr,6,1,2,129.9,1,22,,21666,munster,Indiana,East North Central,Midwest,INDIANA,IN,1
0,6000,79046,103048,HomeImp,Other,0,0,0,181.696538,0,32,37.28998992,21238,des moines,Iowa,West North Central,Midwest,IOWA,IA,1
0,6000,,53190,HomeImp,,0,0,0,,0,0,15.174415,21954,marion,Louisiana,West South Central,South,LOUISIANA,LA,1
1,6000,,43683,HomeImp,Other,,,,,,,21.93549881,22293,brea,California,Pacific,West,CALIFORNIA,CA,1
0,6000,129731,154113,HomeImp,ProfExe,12,0,0,213.5333333,0,19,,22250,westfield,Massachusetts,New England,Northeast,MASSACHUSETTS,MA,1
0,6100,48500,62500,DebtCon,Mgr,7,,4,111.3,2,11,,21355,huffman,Texas,West South Central,South,TEXAS,TX,1
0,6100,,47400,,,,,,,,,,20982,york,Nebraska,West North Central,Midwest,NEBRASKA,NE,1
0,6100,91704,114799,HomeImp,Office,22,0,0,129.2500896,1,12,36.74676624,21970,waveland,Mississippi,East South Central,South,MISSISSIPPI,MS,1
0,6100,47604,54966,HomeImp,Other,5,0,0,70.69532973,0,18,24.76674453,21196,morton,Mississippi,East South Central,South,MISSISSIPPI,MS,1
0,6100,,35250,HomeImp,Other,,,,303,,12,,21297,helotes,Texas,West South Central,South,TEXAS,TX,1
1,6100,62751,95617,HomeImp,Other,1,0,0,138.6468632,1,13,31.75727069,22558,westminster,California,Pacific,West,CALIFORNIA,CA,1
0,6100,48300,53388,HomeImp,Office,9,,,178.4896022,,19,26.72002818,22355,hidalgo,Texas,West South Central,South,TEXAS,TX,1
0,6100,68743,65321,HomeImp,Sales,3,1,0,153.0667831,0,22,40.15052706,21312,wildomar,California,Pacific,West,CALIFORNIA,CA,1
0,6100,79636,87276,HomeImp,Other,20,0,0,350.4361376,0,47,28.84827658,22316,hughesville,Pennsylvania,Middle Atlantic,Northeast,PENNSYLVANIA,PA,1
0,6100,,46830,HomeImp,,0,0,1,,0,0,13.30601308,21659,ocilla,Georgia,South Atlantic,South,GEORGIA,GA,1
0,6100,78753,95433,DebtCon,ProfExe,0,,,,,,28.92511742,21597,west roxbury,Massachusetts,New England,Northeast,MASSACHUSETTS,MA,1
0,6100,77265,97944,DebtCon,ProfExe,0,,,,,,28.87646306,22251,hayward,California,Pacific,West,CALIFORNIA,CA,1
0,6200,75657,84368,DebtCon,Sales,4,0,0,122.244945,0,30,32.55254334,22426,east carbon,Utah,Mountain,West,UTAH,UT,1
0,6200,171582,245730,DebtCon,Sales,,0,0,135.1089303,0,22,39.78381813,22176,north bend,Ohio,East North Central,Midwest,OHIO,OH,1
0,6200,,33909,HomeImp,,,,,,,,34.51740452,21308,de soto,Missouri,West North Central,Midwest,MISSOURI,MO,1
0,6200,46601,59486,HomeImp,Other,5,0,0,84.63211066,0,18,25.35001036,21189,weymouth,Massachusetts,New England,Northeast,MASSACHUSETTS,MA,1
0,6200,60354,87596,HomeImp,ProfExe,5,0,0,210.1730647,2,23,34.05481124,21933,carson city,Nevada,Mountain,West,NEVADA,NV,1
0,6200,45356,82054,DebtCon,,2,0,0,201.3344875,4,29,29.66171016,21397,oakland,California,Pacific,West,CALIFORNIA,CA,1
0,6200,,41657,HomeImp,Other,,,,293.9587236,,11,30.19763073,22472,orangeburg,South Carolina,South Atlantic,South,SOUTH CAROLINA,SC,1
1,6200,,,DebtCon,Self,3,,,80.5,2,17,,22180,brooksville,Florida,South Atlantic,South,FLORIDA,FL,1
0,6200,,80078,,,,,,,,,25.37554416,22310,coushatta,Louisiana,West South Central,South,LOUISIANA,LA,1
1,6200,42100,57385,DebtCon,Other,8.5,0,1,164.8,1,28,,21599,westminster,California,Pacific,West,CALIFORNIA,CA,1
0,6200,70793,71552,HomeImp,Sales,3,2,0,162.9451569,0,23,40.31539659,21854,hallandale,Florida,South Atlantic,South,FLORIDA,FL,1
0,6200,73881,98550,HomeImp,Other,0,0,1,182.8787798,0,31,37.19944569,20892,west chester,Ohio,East North Central,Midwest,OHIO,OH,1
0,6200,45787,64854,DebtCon,,4,,1,63.11702323,,16,36.53874734,21909,horsham,Pennsylvania,Middle Atlantic,Northeast,PENNSYLVANIA,PA,1
0,6200,75121,96462,DebtCon,ProfExe,0,,,,,,27.16765596,21812,memphis,Tennessee,East South Central,South,TENNESSEE,TN,1
0,6200,,51732,,,,,,,,,12.32470709,21140,new city,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,6200,133882,155222,HomeImp,ProfExe,9,0,0,212.5376432,0,19,20.61678366,21446,morrison,Colorado,Mountain,West,COLORADO,CO,1
0,6200,75623,89634,HomeImp,Other,24,0,0,324.6868294,0,47,28.2855321,22357,hobe sound,Florida,South Atlantic,South,FLORIDA,FL,1
0,6200,45564,61956,HomeImp,Other,2,0,,101.1670603,,13,38.67514015,21779,campton,Kentucky,East South Central,South,KENTUCKY,KY,1
0,6300,99469,116260,HomeImp,Office,23,0,0,124.7455955,1,12,35.64227011,21960,west chester,Ohio,East North Central,Midwest,OHIO,OH,1
0,6300,55000,69000,DebtCon,ProfExe,13,0,0,130.0666667,0,20,,22122,los alamitos,California,Pacific,West,CALIFORNIA,CA,1
0,6300,,72890,HomeImp,Office,1,0,0,41.25011359,0,3,39.19806822,21821,clifton hill,Missouri,West North Central,Midwest,MISSOURI,MO,1
0,6300,44226,57779,DebtCon,,7,,0,63.62641325,,16,33.11182911,21413,north bend,Oregon,Pacific,West,OREGON,OR,1
0,6300,,39050,HomeImp,Other,,,,294.4780476,,12,31.44775041,22235,whitethorn,California,Pacific,West,CALIFORNIA,CA,1
0,6300,78724,80355,HomeImp,Other,24,0,0,335.0741426,1,46,31.1772613,21022,hartford,Wisconsin,East North Central,Midwest,WISCONSIN,WI,1
1,6300,59793,98314,DebtCon,Self,2.2,0,0,120.7333333,0,8,,21349,hephzibah,Georgia,South Atlantic,South,GEORGIA,GA,1
1,6300,65875,76000,DebtCon,Mgr,0.8,2,0,84,1,12,,21667,humble,Texas,West South Central,South,TEXAS,TX,1
0,6300,45582,89005,DebtCon,,2,0,0,209.3580469,4,30,29.59595551,22072,lithia,Florida,South Atlantic,South,FLORIDA,FL,1
0,6300,92659,117352,HomeImp,ProfExe,6,0,0,199.0119272,0,27,26.52004952,21085,new fairfield,Connecticut,New England,Northeast,CONNECTICUT,CT,1
0,6300,58052,70091,DebtCon,ProfExe,9,0,4,153.7804385,1,30,21.71959598,21432,okanogan,Washington,Pacific,West,WASHINGTON,WA,1
0,6300,49498,64296,DebtCon,Mgr,6,,4,111.2065132,1,10,38.57713194,22535,weston,Florida,South Atlantic,South,FLORIDA,FL,1
0,6300,79667,96988,DebtCon,ProfExe,1,,,,,,29.83596072,21782,okmulgee,Oklahoma,West South Central,South,OKLAHOMA,OK,1
